Maker Wise Financial Year Data  For All State (),,,
S No,                      Maker                       ,Financial Year ,     TOTAL     
1021,OMEGA SEIKI PVT LTD,"6,161","6,161"
1022,OM INDUSTRIES,"1,887","1,887"
1023,OMJAY EV LIMITED,7,7
1024,OMM SHREE SAI ENGINEERING KEONJHAR DHANGARPADA,3,3
1025,OM RAJ AUTOTECH LLP,605,605
1026,OM SHREE SAI ENGINEERING,10,10
1027,OM VINAYAKA INDUSTRIES BARGARH GANAPATI COMPLEX,4,4
1028,ORDINANCE FACTORY,75,75
1029,OTHERS,"9,686","9,686"
1030,OXEN ELECTRIC VEHICLES,53,53
1031,OZOTEC AUTOMOBILE PRIVATE LIMITED,110,110
1032,PACE AGRO PRIVATE LIMITED,11,11
1033,PANESAR AGRO TECH,77,77
1034,PANI ENGINEERING,2,2
1035,PANTHER ELECTRIC VEHICLES,16,16
1036,PARAMOUNT AUTOMOBILES TROLLEY JEYPORE KORAPUT,12,12
1037,PARAMOUNT AUTOMOTIVES,12,12
1038,PARAS INDUSTRIES,"1,945","1,945"
1039,PARDEEP AGRO INDUSTRIES,25,25
1040,PARI E-VEHICLES,408,408
1041,PARI METRO E RICKSHAW,"1,019","1,019"
1042,PARVATHI ENGINEERING WORKS AP49760577,3,3
1043,PARVEEN AUTO,19,19
1044,PATEL AND SONS ENGINEERING WORKS SAMBALPUR LAIDA,14,14
1045,PATEL ENGINEERING,14,14
1046,PATEL INDUSTRIES,4,4
1047,PATS MOTOR CORP,3,3
1048,PAUL INDUSTRIES,17,17
1049,PAUNIYA TRACTORS AND FARM EQUIPMENT PVT LTD,7,7
1050,PCA AUTOMOBILES INDIA PVT LTD,"6,258","6,258"
1051,PERFECT TECHNOCRATS,1,1
1052,PIAGGIO VEHICLES PVT LTD,"1,22,886","1,22,886"
1053,PI BEAM LABS PRIVATE LIMITED,1,1
1054,PICK ELECTRIC AUTO PVT LTD,69,69
1055,PINNACLE MOBILITY SOLUTIONS PVT LTD,138,138
1056,PLAUDIT TECHNO INDIA PVT LTD,"1,087","1,087"
1057,P M DIESELS PVT LTD,30,30
1058,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,482,482
1059,PODDAR INDUSTRIES,2,2
1060,POLARIS INDIA PVT LTD,104,104
1061,POLYHOSE INDIA PRIVATE LIMITED - C E DIVISION,4,4
1062,POOSHPAK AUTOMOBILES PVT LTD,337,337
1063,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),75,75
1064,PORSCHE AG GERMANY,869,869
1065,PORWAL ELECTRIC,9,9
1066,POWERLAND AGRO TRACTOR VEHICLES PVT LTD,21,21
1067,POWER TECH TECHNOLOGY SONEPUR BMPUR,1,1
1068,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,71,71
1069,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,25,25
1070,PRABHU AUTO ENGG. WORKS,1,1
1071,PRAGATI AGRICULTURE,2,2
1072,PRAGATI ENGINEERING,23,23
1073,PRAGATI ENGINERING TRAILOR CUTTACK MADHUPATNA,7,7
1074,PRAG MOTORS,165,165
1075,PRAGYA AUTOMOBILE PVT LTD,159,159
1076,PRAJJWAL MAHAJAN TRADERS,129,129
1077,PRAKASH AUTOMOBILE JAJPUR PANIKOILI,2,2
1078,PRAKASH ENTERPRISES,54,54
1079,PRAKASH TRAILER,16,16
1080,PRAMOD ENGINEERING WORKS,1,1
1081,PRASAD AND PRASAD ENGG WORKS BARGARH CANAL AVENUE,5,5
1082,PRATYAKSHA TRACTORS PVT LTD,2,2
1083,PREET AGRO INDUSTRIES PVT LTD,928,928
1084,PREET CONSRUCTION EQUIPMENTS PVT LTD,101,101
1085,PREET TRACTORS PVT LTD,"1,817","1,817"
1086,PRESTANTIA CREATIONS PVT LTD,4,4
1087,PRIDE E-MOTORS,222,222
1088,PRINCE AGRO WORKS,21,21
1089,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,125,125
1090,PROMINAL ELECTRIC VEHICLE PVT LTD,7,7
1091,PROPEL INDUSTRIES PVT. LTD.,57,57
1092,P.S. ENTERPRISES,10,10
1093,PUBANG ETRON ELECTRIC MOTOR PVT LTD,35,35
1094,PUNJAB AGRO IMPLEMENTS INDUSTRIES,9,9
1095,PUNJAB BODY BUILDERS,22,22
1096,PUNJAB HI-TECH INDUSTRIES,32,32
1097,PUNJAB TRACTORS LIMITED,2,2
1098,PUR ENERGY PVT LTD,"8,982","8,982"
1099,PURVA UDYOG PVT LTD,6,6
1100,PUSHKAR INDUSTRIES,73,73
1101,PYTHOX MOTORS PVT LTD,929,929
1102,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),691,691
1103,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),1,1
1104,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),18,18
1105,QUALITY ENGINEERING WORK,2,2
1106,QUALITY ENGINEERING WORKS ROURKELA JAMUNANAKI,9,9
1107,QUANTUM ENERGY LTD.,"5,240","5,240"
1108,QUCEV TECHNOLOGIES PVT LTD,8,8
1109,R3 ENTERPRISES,863,863
1110,RACCOON MOTORS PVT LTD,12,12
1111,RACHANACREATIONS AUTO PVT LTD,216,216
1112,RADHAKANTA IND,190,190
1113,RADHESHYAM TRAILOR,107,107
1114,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,17,17
1115,RAHUL AGRO EXPORTS PVT LTD,31,31
1116,RAJA ARTS HITECH ENGINEERING,142,142
1117,"RAJA RANEE AGRO E WORKS,ANGL",1,1
1118,RAJ AUTOMOTIVE,101,101
1119,RAJESH STEEL AND WIRE INDUSTRIES,8,8
1120,RAJ SHAKTI AGRO INDUSTRIES,1,1
1121,RAM AGRO INDUSTRIES,70,70
1122,RAMA INDUSTRIES,32,32
1123,RAM CHAND & SONS,18,18
1124,RAMGARHIA ENGG WORKS,21,21
1125,RAMJI AGRO INDUSTRIES,5,5
1126,RAMON INDUSTRIES,78,78
1127,RANA ENGINEER WORKS,605,605
1128,RANI TRAILER,10,10
1129,RAPTEE ENERGY PVT LTD,2,2
1130,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,170,170
1131,RASIWASIA RASAYAN PVT LTD,4,4
1132,RATAN ENGINEERING WORKS,8,8
1133,RATNA ENGINEERING ENTERPRISES,1,1
1134,RATNA ENGINEERING ENTERPRISES BARGARH ATTABIRA,9,9
1135,RAVI METAL WORKS,711,711
1136,RAVINDRA AGRO WORKS,21,21
1137,RAYON ENGINEERS,"1,708","1,708"
1138,R B INDUSTRIES,2,2
1139,RCJ AUTO FORGE PVT LTD,"1,057","1,057"
1140,RDS INDUSTRIES,728,728
1141,REDDY AUTOMOTIVE PVT LTD,18,18
1142,REEP INDUSTRIES PVT LTD,542,542
1143,REFLEX CONTROL SYSTEM PVT .LTD,49,49
1144,REGENERATION E BIKES,7,7
1145,RENAULT INDIA PVT LTD,"38,656","38,656"
1146,REPUBLIC MOTORS,209,209
1147,REVERSECURRENT TECHNOLOGY PVT LTD,1,1
1148,REVOLT INTELLICORP PVT LTD,"11,567","11,567"
1149,RGM BUSINESS PLUS PVT LTD,163,163
1150,RIBAND ELECTRIC PVT LTD,343,343
1151,RICHFORD ALLIANZ PVT LTD,"1,149","1,149"
1152,RIJIYA TRADING PVT LTD,11,11
1153,RILOX EV PVT LTD,64,64
1154,RIVER MOBILITY PVT LTD,"4,247","4,247"
1155,RIYA ENTERPRISE,26,26
1156,"RK ENGG WORKS,JUNAGARH",1,1
1157,RK ENGINEERING FABRICATION WORKS,5,5
1158,R K ENGINEERING WORKS JUNAGARH,2,2
1159,RK TRACTOR,1,1
1160,ROANSOME MOTORS,66,66
1161,ROARLEO MOTOR PVT LTD,240,240
1162,RODA FLEETS PVT LTD,32,32
1163,ROLLS ROYCE,1,1
1164,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),36,36
1165,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),33,33
1166,ROOPRAI AGRO INDUSTRIES,1,1
1167,ROWWET MOBILITY PVT LTD,222,222
1168,ROYAL AUTOMOBILES,17,17
1169,ROYAL-ENFIELD (UNIT OF EICHER LTD),"8,46,055","8,46,055"
1170,ROYCE EV PVT LTD,670,670
1171,RP MOTORS,242,242
1172,RPSS EV INDIA PVT LTD,13,13
1173,RUDRA AUTO INDUSTRIES,14,14
1174,RUDRA NARAYAN ENGINEERING WORKS,7,7
1175,RUN STAR ENGINEERING,24,24
1176,RUPAL AGRO INDUSTRIES,22,22
1177,RUTBA PRODUCT PVT LTD,909,909
1178,SACHITANAND ENGINEERING WORKS,8,8
1179,SADGURU TRAILER & AGRI EQUIP,10,10
1180,SAERA ELECTRIC AUTO PVT LTD,"28,231","28,231"
1181,SAGAR AGRO INDUSTRIES,3,3
1182,SAGAR AGRO STEEL INDUSTRIES,249,249
1183,SAGAR FABRICATIONS,12,12
1184,SAGAR INDUSTRIES,5,5
1185,SAHARA TRALIORS,68,68
1186,SAHNIANAND E VEHICLES PVT LTD,"11,169","11,169"
1187,SAHU INDUSTRIES,19,19
1188,SAI AGRO INDUSTRIES,1,1
1189,SAI AUTO ENGINEERING WORKS BARGARH GURUDWARA,2,2
1190,SAI ENGINEERING AND WELDING WORKS,8,8
1191,"SAI ENGINEERING,MAHIPUR",1,1
1192,SAI ENGINEERING MAYURBHANJ BARIPADA,7,7
1193,SAIFIAN SOLAR PVT LTD,271,271
1194,SAI KISHAN MACHINERY (OPC) PVT LTD,54,54
1195,"SAI KRUPA ENGG WORKS,BHMPUR",31,31
1196,SAI KRUPA ENG WORKS GANJAM HALADIAPADAR,8,8
1197,SAINIK CYCLE MART,39,39
1198,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,2,2
1199,SAJEDA ENGINEERING BHAWANIPATNA,6,6
1200,SAKSHAM TECH AUTOMOBILES,92,92
1201,SAKSHAM TRADING COMPANY,439,439
1202,"SAMAL FABRICATOR,BARCHANA",16,16
1203,SAMAL FABRICATOR CHANDIKHOLE SUNGUDA,16,16
1204,SAMAY AGRI INDUSTRIES,1,1
1205,SAME DEUTZ - FAHR INDIA (P) LTD.,590,590
1206,SAMEER ENGINEERING,7,7
1207,SAMRAT ELECTRIC VEHICLE,534,534
1208,SANALDEEP INDUSTRIES,17,17
1209,S AND J INDUSTRIES,93,93
1210,SANJAY TRAILORS,2,2
1211,SANSAR COMBINE,23,23
1212,SANTKRUPA ENGINEERING WORKS,1,1
1213,SANTKRUPA MACHINE TOOLS,33,33
1214,SANTOSH ENGG WORKS,115,115
1215,SANY HEAVY INDUSTRY INDIA PVT LTD,463,463
1216,SANY INDIA,8,8
1217,SARALA ENTERPRISERS CUTTACK JAGATPUR,1,1
1218,SARALA ENTERPRISES CUTTACK,2,2
1219,SARANGI MOTORS TRAILER SNG,58,58
1220,SARAOGI E-VENTURES PVT LTD,3,3
1221,SARASWATI AGRICULTURE INDUSTRIES,1,1
1222,"SARASWATI AGRO INDUSTRIES,CTC",26,26
1223,SARASWATI AGRO INDUSTRIES CUTTACK KANDARPUR,18,18
1224,SARAVANA ENGINEERING WORKS,"1,145","1,145"
1225,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,"4,243","4,243"
1226,SATKAR ENGINEERING WORKS,1,1
1227,SATKARTAR AGRO WORKS,3,3
1228,SATNAM ENGG WORKS,18,18
1229,SATRAC ENGINEERING PVT LTD,254,254
1230,SATYANARAYANA ENGG.WORKS,32,32
1231,"SATYASAI INDUSTRIES,DHENKANAL",2,2
1232,SAYA AGRO INDUSTRIES,14,14
1233,S.B. RESHELLERS PVT LTD,75,75
1234,SBTEK E MOTO PVT LTD,10,10
1235,S B TRADERS,238,238
1236,SCA HAEVY EQUIPMENT PVT. LTD,11,11
1237,SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,73,73
1238,SCOOTERS INDIA LTD,1,1
1239,SDLG,4,4
1240,SEALION AUTOMOBILE PVT LTD,26,26
1241,SEAMLESS AUTOTECH PVT LTD,67,67
1242,SEC-RJMT ENGINEERING PVT LTD,104,104
1243,SEEKA E MOTORS PVT LTD,11,11
1244,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,43,43
1245,SETH INDUSTRIAL CORPORATION,881,881
1246,SETHJI INDUSTRIES,4,4
1247,SF2 E VEHICLE PVT LTD,84,84
1248,SGLLINE MOTORS PVT LTD,11,11
1249,SHAH AGRO ENGG WORKS,1,1
1250,SHAH ELECTRIC MOTERS,21,21
1251,SHAILENDRA AUTOS PVT LTD,166,166
1252,SHAKTI AUTO GREEN,926,926
1253,SHAKTI ENGINEERING WORK,2,2
1254,SHAKTI ENGINEERING WORKS,1,1
1255,SHAKTIMAN AGRO INDUSTRIES,125,125
1256,SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,397,397
1257,SHALYA AUTO SALES PVT LTD,434,434
1258,SHAMMI ELECTRONICS,33,33
1259,SHARMA AND SHARMA ENGG WORKS BARGARH RLY STATION,8,8
1260,SHARMA-SHARMA ENGN WORKS,2,2
1261,SHEHALPREET ENGG WORKS,26,26
1262,"SHEKHAR ENGINEERING,JAJPUR",1,1
1263,SHEMA E- VEHCILE & SOLAR PVT LTD,915,915
1264,SHIGAN EVOLTZ LTD,435,435
1265,SHINE METAL UDYOG PVT LTD (UNIT- II),220,220
1266,SHINME ELECTRICAL VEHICLE PVT LTD,112,112
1267,SHIVA ENTERPRISES,216,216
1268,SHIVA GAYATRI ENGG WORKS,74,74
1269,"SHIV AGRO ,AGENCY",4,4
1270,SHIV AGRO INDUSTRIES,317,317
1271,SHIVAJI AGRO INDUSTRIES,26,26
1272,SHIVAM ENGINEERING WORKSHOP,22,22
1273,SHIVAM MOTORS PVT LTD,1,1
1274,SHIVASHAKTHI ENG WORKS,53,53
1275,SHIV ENTERPRISES,209,209
1276,SHIVGANGA ECOGREEN LLP,680,680
1277,SHIVKRUPA TRAILOR,27,27
1278,SHIV OM INDIA,186,186
1279,SHIVRAJ TRAILOR,17,17
1280,SHIV SHAKTI ENG. WORKS,4,4
1281,SHIV SHAKTI ENTERPRISE,10,10
1282,SHIVSHAKTI STEEL INDUSTRIES LATUR,41,41
1283,SHIV SHAKTI TRADERS,18,18
1284,SHOBHA ENG WORKS,12,12
1285,SHRADHA INDUSTRIES KANDHAMAL PHULBANI,54,54
1286,SHREE ASHAPURI TRAILER WORKS,5,5
1287,SHREE BALAJI ENGINEERING WORK SHOP,1,1
1288,SHREE DEV ENGINEERING WORKS,1,1
1289,SHREE DHARTI AGRICULTURE WORKS,2,2
1290,SHREE DURGA FABRICATION COMPANY,5,5
1291,SHREE GAJALAXMI ENGINEERING WORKS BARGARH GODBHAGA,1,1
1292,SHREE JAGDAMBA TROLLY,2,2
1293,SHREEJI INDUSTRIES,1,1
1294,SHREE KULDEVI AGRO INDUSTRIES,2,2
1295,SHREE MARUT E-AGROTECH PVT LTD,2,2
1296,SHREE MARUTI NANDAN BUSINESSS (P) LTD,99,99
1297,SHREE PRABHAT AGRO INDUSTRIES,1,1
1298,SHREE RAM AGRO INDUSTRIES,2,2
1299,SHREE RAM ENGINEERING WORKS,2,2
1300,SHREE SAI AGRO ENGINEERING WORKS,10,10
1301,SHREE SHYAM AGRO PRODUCTS BARGARH RAILWAY STATION,7,7
1302,SHREE SHYAM INDUSTRIES BARGARH TELENTIKRA,1,1
1303,SHREE SIDHIVINAYAK AUTO,78,78
1304,SHREE SWASTIK ENGINEERING CUTTACK MADHUPATNA,68,68
1305,SHREE VISHWAKARMA TRAILER WORK,3,3
1306,SHREYA ENGINEERS,7,7
1307,SHRI BARSANA E-VEHICLES PVT LTD,"5,705","5,705"
1308,SHRI DATTA AGRO INDUSTRIES,43,43
1309,SHRI DURGA EQUIPMENT,1,1
1310,SHRI GANESH ENGINERRING WORKS,20,20
1311,SHRI KRISHNA INDUSTRIES,30,30
1312,SHRI LAXMI ENGINEERING WORKS,49,49
1313,SHRI MAHALAXMI AGRO IND,5,5
1314,SHRI NAMO ELECTRIC AUTOMOTIVE,902,902
1315,SHRI NANDI TRAILER WORKS,2,2
1316,SHRINIWAS AGRO INDUSTRIES,32,32
1317,SHRI RADHE ENGG,1,1
1318,SHRIRAJ ELECTRIC VEHICLES,"1,524","1,524"
1319,SHRI RAMA ENGINEERING,6,6
1320,SHRI RAM AGRO INDUSTRIES,2,2
1321,SHRI RAM TRAILOR,10,10
1322,SHRI SAI ENGG WORKS,34,34
1323,SHRI SHANKAR ENG WORKS,51,51
1324,SHRI SHIVAJI ENG WORKS,32,32
1325,SHRI SHIVSHIDHA AGRI IMPLIMENT,10,10
1326,SHRI SHRINIVASA ENG WORKS,49,49
1327,SHRI SHYAM ENGG WORKS,16,16
1328,SHRI SWASTIK ENGG,46,46
1329,SHRI TIRUMALA ENGINEERING WORKS,158,158
1330,SHRI VADESHWAR TRAILORS,23,23
1331,SHRI VENKATARAMANA TRAILER WORK,18,18
1332,SHRI VENKATESHWARA ENGINEERING WORKS,14,14
1333,SHRI VENKATESHWAR AGRO INDUSTRIES,11,11
1334,SHRI VIJAY ENGINEERING WORKS,3,3
1335,SHRI VINAYAK INDUSTRIES,38,38
1336,SHRI VISHWAKARMA AUTOMOBILE,142,142
1337,SHUBHAM MANUFACTURER,10,10
1338,SHUBHMARUTI AGRITECH PVT LTD,1,1
1339,SHYAM AGRO INDUSTRIES,2,2
1340,"SIDDHAKALA ENGINEERING AND WELDING WORKS
",17,17
1341,SIDDHESHWAR AGRO INDUSTRIES,1,1
1342,SIDDHIVINAYAK ENGINEERING,5,5
1343,SIDHI DURGA ENGINEERING,41,41
1344,SIDHI DURGA ENGINEERING TRAILOR CUTTACK MADHUPATAN,34,34
1345,SIMPLEENERGY PVT LTD,"1,962","1,962"
1346,SINGHAL ENTERPRISES,140,140
1347,SINGH AUTOMOBILES,763,763
1348,SINGH ENGINEERING WORKS BARGARH RAILWAY STATION,9,9
1349,SIRF INDIA VEHICLES PVT LTD,189,189
1350,SITARAM WELDING WORKS,4,4
1351,SITYOG ENGINEERING PVT LTD,2,2
1352,SIWACH STEEL PVT LTD,9,9
1353,SIX SENSES AUTOMOTIVE PVT LTD,41,41
1354,SIYARAM TRAILORS,1,1
1355,SKODA AUTO AS,100,100
1356,SKODA AUTO INDIA PVT LTD,2,2
1357,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,"84,244","84,244"
1358,SKS TRADE INDIA PVT LTD,"10,772","10,772"
1359,SKYRIDE AUTOMOTIVE,7,7
1360,SKYY RIDER ELECTRIC PRIVATE LIMITED,203,203
1361,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),9,9
1362,SMARDA INDUSTRY (IMPORTER: RHYNO),7,7
1363,SMART ELECTRO MOTORS,72,72
1364,S.M ELECTRIC VEHICLE,93,93
1365,SML ISUZU LTD,"12,070","12,070"
1366,SMT INDUSTRIES,1,1
1367,"S.N.ENGINEERING, CUTTACK",2,2
1368,SN SOLAR ENERGY,535,535
1369,SOKUDO ELECTRIC INDIA PVT LTD,428,428
1370,SOLANKE ENGINEERING WORKS,21,21
1371,SONALIKA INTERNATIONAL TRACTORS LIMITED,21,21
1372,SONAL INDUSTRIES,1,1
1373,SONI E VEHICLE PVT LTD,29,29
1374,SPEED AUTO TECH,39,39
1375,SPEEDWAYS ELECTRIC,2,2
1376,SPEEGO VEHICLES CO PVT LTD,"2,984","2,984"
1377,S P TRADING BBSR BALIANTA,23,23
1378,"S P TRADING, KHURDA",23,23
1379,S R AGRICULTURE EQUIPMENTS CO (P) LTD,12,12
1380,SRD RENEWABLES,"1,649","1,649"
1381,SRI AGENCY AND FABRICATOR GANJAM BERHAMPUR,1,1
1382,"SRI AGENCY & FABRICATION,GOPINATH NAGAR,BERHAMPUR",1,1
1383,SRI AVP ENGINEERING WORKS BARGARH RENGALICAMP,14,14
1384,"SRI MANIKANTA ENGINEERING WORKS,KADAPA AP49604028",1,1
1385,SRINIVAS ENGINEERING WORKS RAYAGADA,1,1
1386,SRINIVAS E VEHICLE,9,9
1387,SRI P.M. FAABS PVT LTD,2,2
1388,SRI SAI AGRICULTURAL EQUIPMENT,70,70
1389,SRI SAI ENGINEERING WORKS AP235640703,2,2
1390,SRI SANKAR ENGINEERING WORKS SAMBALPUR MANESWAR,51,51
1391,SRI SRI MARUTHI ENGINEERING WORKS AP235744011,10,10
1392,SRI TIRUMALA AGRO SALES CHARBAHAL,1,1
1393,SRIVARU MOTORS PVT LTD,6,6
1394,SRI VENKATESWARA ENGINEERING WORKS,1,1
1395,S S AGRO INDUSTRIES,3,3
1396,S.S. AGRO TECH,3,3
1397,SSB INDISTRIES,"1,504","1,504"
1398,SSEV ENTERPRISES PRIVATE LIMITED,"1,000","1,000"
1399,S S GLOBAL,60,60
1400,SSV TECHNOLOGIES,1,1
1401,STANDARD AGRICULTURE WORKS(R),1,1
1402,STANDARD COMBINES PVT LTD,4,4
1403,STANDARD CORPORATION INDIA LTD,152,152
1404,STAR BULL E MOTORS,"1,309","1,309"
1405,STAR ENGINEERING WORKS,2,2
1406,STAR IGLOBAL AUTOMOTIVE PVT LTD,320,320
1407,STAR INDUSTRIES,64,64
1408,STAR WELDING WORKS,6,6
1409,STRENGTH AUTOELECTRIC PVT LTD,262,262
1410,SUBHADRA ENGINEERING CUTTACK NUAPADA,45,45
1411,SUBHADRA ENGINEERING NUAPADA,19,19
1412,SUBHAM ENGINEERING BALASORE BALIAPAL,16,16
1413,SUBRAMANYESWARA INDUSTRIES,41,41
1414,SUDHA ENGINEERING WORKS,31,31
1415,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,442,442
1416,SUKHDEV AGRO INDUSTRIES,4,4
1417,SUKHWINDERA AGRO INDUSTRIES,1,1
1418,SUMFONL AUTO TRADERS PVT LTD,233,233
1419,SUNANDA GREENTECH PVT LTD,271,271
1420,SUNARIYA MOTORS PVT LTD,32,32
1421,SUN AUTO,5,5
1422,SUNIL AGRO ENGINEERING WORKS,10,10
1423,SUNIL AGRO ENGINEERING WORKS ANGUL PANCHAMAHALA,7,7
1424,SUN INDUSTRIES,512,512
1425,SUNJET ENERGY PVT LTD,1,1
1426,SUNSET TRADE PVT LTD,134,134
1427,SUNSHINE TECHNOLOGIES,45,45
1428,SUNULTRA POWER SOLUTIONS PVT LTD,33,33
1429,SUPERECO AUTOMOTIVE CO,149,149
1430,SUPER METRO INDUSTRIES,"1,228","1,228"
1431,SUPER POWER MOTORS,148,148
1432,SUPER STANDARD AGRO COMBINE,12,12
1433,SUPERTECH EV LIMITED,"2,365","2,365"
1434,SUPER TECHNO AUTOMOTIVE LLP,60,60
1435,SUPREME SALES AGENCY,187,187
1436,SUPREME SMART POWER PVT LTD,323,323
1437,SUPROVA ENTERPRISE,1,1
1438,SURAJ ENGINEERING WORKS,19,19
1439,SURINDERA AGRO INSDUSTRIES,221,221
1440,SURINDERA COMBINES PVT LTD,1,1
1441,SURYA INDUSTRIES,7,7
1442,SURYA INTERNATIONAL,9,9
1443,SURYA STEEL WORKS,2,2
1444,SUZUKI MOTORCYCLE INDIA PVT LTD,"9,83,073","9,83,073"
1445,S.V.ENGINEERS,7,7
1446,SVS ENTERPRISES,31,31
1447,SWADESH MOTORS AND TRACTORS LTD,1,1
1448,SWAMI AGRO TECH,5,5
1449,SWAMI ENGINEERING WORKS,4,4
1450,"SWAPNA FABRICATION WORKS,MALKANGIRI",2,2
1451,SWAPNA FABRICATION WORKS MALKANGIRI MAIN ROAD,3,3
1452,SWARAJ AUTOMOTIVES LTD,9,9
1453,SWARNCHAKRA AUTOMOBILES PVT LTD,23,23
1454,SWASTIK,23,23
1455,SWASTIK ENGINEERING WORKS,1,1
1456,SWASTIK INDUSTRIES,3,3
1457,SWITCH MOBILITY AUTOMOTIVE LTD,981,981
1458,SYAN AGRO INDUSTRY,57,57
1459,SYNDICATE AUTO COMPONENTS,125,125
1460,TADANO LIMITED,3,3
1461,TAFE LIMITED,"99,285","99,285"
1462,TAMARIA VENTURES,4,4
1463,TAO POWER PRIVATE LIMITED,7,7
1464,TARA MAA MACHINERY,151,151
1465,TARLE CONSTRUCTION EQUIPMENTS PVT LTD,26,26
1466,TATA ADVANCED SYSTEMS LTD,702,702
1467,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,"1,193","1,193"
1468,TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD,109,109
1469,TATA MOTORS LTD,"3,50,201","3,50,201"
1470,TATA MOTORS PASSENGER VEHICLES LTD,"4,67,395","4,67,395"
1471,TATA PASSENGER ELECTRIC MOBILITY LTD,"57,696","57,696"
1472,TAURUS ELECTRIC VEHICLES,138,138
1473,TEJAS ENERGY,48,48
1474,TENAX INTERNATIONAL (IMPORTER: VERT EQUIPMENT),5,5
1475,TEREX EQUIPMENT PVT LTD,3,3
1476,TEREX INDIA PRIVATE LIMITED,102,102
1477,TERRA MOTORS INDIA PVT LTD,"8,472","8,472"
1478,THAVE ENTERPRISES,81,81
1479,THE COMMERCIAL MOTORS PVT LTD,7,7
1480,THUKRAL ELECTRIC BIKES PVT LTD,"9,164","9,164"
1481,TI CLEAN MOBILITY PVT LTD,"6,109","6,109"
1482,TIGER AUTOMOBILES COMPANY,2,2
1483,TII INDIA PVT LTD,70,70
1484,TIL LIMITED,8,8
1485,TIL LTD,17,17
1486,TIRANGA AUTOTECH INDIA PVT LTD,3,3
1487,TIRTH AGRO INDUSTRY,2,2
1488,TIRTH AGRO TECHNOLOGY PVT LTD,439,439
1489,TIRTH HYGIENE TECHNOLOGY PVT LTD,2,2
1490,TIRUPATI AGRO INDUSTRIES,2,2
1491,TIRUPATI DISTRIBUTOR,9,9
1492,TIVOLT ELECTRIC VEHICLES PVT LTD,14,14
1493,TOGOR ENGINEERING WORKS,13,13
1494,TOP TEAM MACHINES PVT LTD,"1,270","1,270"
1495,TORK MOTORS PVT LTD,200,200
1496,TOYOTA HIACE GL COMMUTER,22,22
1497,TOYOTA KIRLOSKAR MOTOR PVT LTD,"2,79,718","2,79,718"
1498,TOYOTA MATERIAL HANDLING INDIA PVT LTD,189,189
1499,TPS INFRASTRUCTURE LTD,33,33
1500,TRACLAXX TRACTORS PVT LTD,2,2
1501,TRACTOR VANDANA GREEN,21,21
1502,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,26,26
1503,TRANSPORT SOLUTIONS INDIA,15,15
1504,TRATEC ENGINEERS PVT LTD,98,98
1505,TRATICO ENGINEERING INDIA PVT LTD,27,27
1506,TRIMURTI AGRO INDUSTRIES,11,11
1507,TRIMURTI INDUSTRIES,4,4
1508,TRIMURTI TRAILER,73,73
1509,TRINITY ELECTRIC VEHICLES PVT LTD,235,235
1510,TRISHIKA INDUSTRIES,342,342
1511,TRISHUL TRACTORS PVT. LTD.,7,7
1512,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,"1,089","1,089"
1513,TRUPART AUTOMOTIVE INDIA PVT LTD,7,7
1514,TRUZ INDUSTRIES,3,3
1515,TSM ENGINEERING PVT LTD,331,331
1516,TSR TRADE COM,10,10
1517,TUFAN MOTORS PVT LTD,761,761
1518,T U K INDUSTRIES,"4,003","4,003"
1519,TULSI TRAILER,9,9
1520,TUNWAL E MOTORS PVT LTD,7,7
1521,TVS MOTOR COMPANY LTD,"33,42,311","33,42,311"
1522,TWASHTRE AUTOMOTIVE PVT LTD,13,13
1523,TWIN GREEN TECH PVT LTD,1,1
1524,TWINKLE TRADCOM PVT LTD,"2,059","2,059"
1525,TWO FRIENDS AUTO ELECTRIC PVT LTD,"3,264","3,264"
1526,TYAGI AGROTECH COMPANY,2,2
1527,TYST DRIVE INDIA PVT LTD,3,3
1528,UK MODEN (IMPORTER: BIG BULL TRADER),1,1
